Critère/colonne,Libellé clair,Rôle actuel,Famille,Sens,Poids interne/règle,Poids effectif CT %,Poids effectif MT %,Poids effectif LT %,historical_status,source_bucket,research_phase,availability_note
free_cash_flow,Free cash flow,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,D_SNAPSHOT_CURRENT_OR_NON_PIT,Fundamentaux/valorisation,DO_NOT_BACKFILL,Historique PIT non démontré dans le corpus actuel.
target_prev_run,Objectif run précédent,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_change_run_abs,Variation objectif run abs,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_change_run_pct,Variation objectif run %,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_1m_ago,Objectif 1m,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_change_1m_abs,Variation objectif 1m abs,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_change_1m_pct,Variation objectif 1m %,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_3m_ago,Objectif 3m,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_change_3m_abs,Variation objectif 3m abs,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_change_3m_pct,Variation objectif 3m %,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_12m_ago,Objectif 12m,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_change_12m_pct,Variation objectif 12m %,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_upside_abs,Upside abs,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_upside_pct,Upside %,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_low,Objectif bas,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_high,Objectif haut,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_dispersion_pct,Dispersion cible,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
consensus_score_100,Consensus score 100,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
consensus_prev_run,Consensus run précédent,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
consensus_delta_run,Delta consensus run,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
consensus_score_1m_ago,Consensus 1m,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
consensus_delta_1m,Delta consensus 1m,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
consensus_score_3m_ago,Consensus 3m,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
consensus_delta_3m,Delta consensus 3m,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
net_upgrades_30d,Net upgrades 30j,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_raises_30d,Hausses objectif 30j,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_cuts_30d,Baisses objectif 30j,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
net_target_revisions_30d,Net révisions cible 30j,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
revision_breadth_30d,Breadth révisions 30j,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
consensus_confidence,Confiance consensus,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
weighted_target_revision_30d_pct,Révision cible pondérée,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
weighted_consensus_delta_30d,Delta consensus pondéré,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_revision_acceleration,Accélération révision cible,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
analyst_momentum_score,Score momentum analystes,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
committee_analyst_signal,Signal analystes comité,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
committee_analyst_gate,Gate analystes comité,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,E_META_OUTPUT_NOT_PREDICTOR,Métadonnée / score / sortie / qualité,DESCRIPTIVE_OR_EXCLUDE,Ne doit pas être utilisé comme prédicteur brut sans démonstration d’antériorité.
committee_review_required,Review comité,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,E_META_OUTPUT_NOT_PREDICTOR,Métadonnée / score / sortie / qualité,DESCRIPTIVE_OR_EXCLUDE,Ne doit pas être utilisé comme prédicteur brut sans démonstration d’antériorité.
committee_score_with_analyst_momentum,Score comité analystes,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,E_META_OUTPUT_NOT_PREDICTOR,Métadonnée / score / sortie / qualité,DESCRIPTIVE_OR_EXCLUDE,Ne doit pas être utilisé comme prédicteur brut sans démonstration d’antériorité.
analyst_momentum_score_pre_marketbeat,Score analystes pré MarketBeat,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_revision_signal_pct,Signal révision cible %,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
consensus_change_signal,Signal changement consensus,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
marketbeat_confirmation_state,État confirmation MarketBeat,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
marketbeat_risk_revision_pct,Risque révision MarketBeat,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
target_change_12m_abs,Variation objectif 12m abs,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,C_HISTORIQUE_PARTIEL_ANALYSTES,Snapshots analystes/Boursorama/Yahoo/MarketBeat selon champ,LIMITED_RECENT_ONLY,Pas d’historique PIT 2010-2025 fiable; snapshots réellement conservés à partir de 2026-08-26 pour Boursorama.
decision_reason,Raison décision,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,E_META_OUTPUT_NOT_PREDICTOR,Métadonnée / score / sortie / qualité,DESCRIPTIVE_OR_EXCLUDE,Ne doit pas être utilisé comme prédicteur brut sans démonstration d’antériorité.
final_reference_origin,Origine référence finale,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,E_META_OUTPUT_NOT_PREDICTOR,Métadonnée / score / sortie / qualité,DESCRIPTIVE_OR_EXCLUDE,Ne doit pas être utilisé comme prédicteur brut sans démonstration d’antériorité.
quarantine_reason,Raison quarantaine,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,E_META_OUTPUT_NOT_PREDICTOR,Métadonnée / score / sortie / qualité,DESCRIPTIVE_OR_EXCLUDE,Ne doit pas être utilisé comme prédicteur brut sans démonstration d’antériorité.
quarantine_history_rows_6mo,Historique quarantaine 6m,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,E_META_OUTPUT_NOT_PREDICTOR,Métadonnée / score / sortie / qualité,DESCRIPTIVE_OR_EXCLUDE,Ne doit pas être utilisé comme prédicteur brut sans démonstration d’antériorité.
quarantine_avg_volume_20d,Volume moyen quarantaine,CONTEXTE_NON_SCORANT_ACTUEL,Hors pondération directe actuelle,N/A,0,0,0,0,E_META_OUTPUT_NOT_PREDICTOR,Métadonnée / score / sortie / qualité,DESCRIPTIVE_OR_EXCLUDE,Ne doit pas être utilisé comme prédicteur brut sans démonstration d’antériorité.
committee_score_1829,Score Comité Actions,SCORE_DERIVE,Score dérivé,N/A,Dérivé,0,0,0,E_META_OUTPUT_NOT_PREDICTOR,Métadonnée / score / sortie / qualité,DESCRIPTIVE_OR_EXCLUDE,Ne doit pas être utilisé comme prédicteur brut sans démonstration d’antériorité.
