criterion_id,name,description,family,horizon,direction,weight_default,source,frequency,pit_required,status,missing_policy,decision_role,provenance,source_row_id
V15_C195,Fiscalité PEA,Fiscalité PEA,12 Portefeuille,MULTI,GOVERNED_RULE,0.4447,Calcul portefeuille,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C195
V15_C196,Chevauchement positions ETF,Chevauchement positions ETF,12 Portefeuille,MULTI,GOVERNED_RULE,0.6917,Composition/calcul,Mensuel,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C196
V15_C197,Rendement annualisé net,Rendement annualisé net,13 Performance Validation,MULTI,GOVERNED_RULE,0.4941,Backtest,Mensuel,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C197
V15_C198,Volatilité annualisée,Volatilité annualisée,13 Performance Validation,MULTI,GOVERNED_RULE,0.4941,Backtest,Mensuel,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C198
V15_C199,Sharpe,Sharpe,13 Performance Validation,MULTI,GOVERNED_RULE,0.4941,Backtest,Mensuel,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C199
V15_C200,Sortino,Sortino,13 Performance Validation,MULTI,GOVERNED_RULE,0.4941,Backtest,Mensuel,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C200
V15_C201,Calmar,Calmar,13 Performance Validation,MULTI,GOVERNED_RULE,0.4941,Backtest,Mensuel,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C201
V15_C202,Probabilité CAGR >=10% sur 5 ans,Probabilité CAGR >=10% sur 5 ans,13 Performance Validation,MULTI,GOVERNED_RULE,0.4941,Backtest,Mensuel,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C202
V15_C203,Probabilité CAGR >=12% sur 5 ans,Probabilité CAGR >=12% sur 5 ans,13 Performance Validation,MULTI,GOVERNED_RULE,0.4941,Backtest,Mensuel,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C203
V15_C204,Probabilité 5 ans négative,Probabilité 5 ans négative,13 Performance Validation,MULTI,GOVERNED_RULE,0.4941,Backtest,Mensuel,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C204
V15_C205,Probabilité année <=-20%,Probabilité année <=-20%,13 Performance Validation,MULTI,GOVERNED_RULE,0.4941,Backtest,Mensuel,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C205
V15_C206,Tracking error portefeuille,Tracking error portefeuille,13 Performance Validation,MULTI,GOVERNED_RULE,0.4941,Backtest,Mensuel,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C206
V15_C207,Information ratio,Information ratio,13 Performance Validation,MULTI,GOVERNED_RULE,0.4941,Backtest,Mensuel,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C207
V15_C208,Vote Performance Validation,Vote Performance Validation,13 Performance Validation,MULTI,GOVERNED_RULE,0.4941,Backtest,Mensuel,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C208
V15_C209,Couverture critères,Couverture critères,14 Data Trust & Gouvernance,MULTI,GOVERNED_RULE,0.4941,Moteur/Audit,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C209
V15_C210,Confiance globale,Confiance globale,14 Data Trust & Gouvernance,MULTI,GOVERNED_RULE,0.4941,Moteur/Audit,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C210
V15_C211,Score effectif,Score effectif,14 Data Trust & Gouvernance,MULTI,GOVERNED_RULE,0.4941,Moteur/Audit,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C211
V15_C212,Hash décision,Hash décision,14 Data Trust & Gouvernance,MULTI,GOVERNED_RULE,0.4941,Moteur/Audit,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C212
V15_C213,Version règles,Version règles,14 Data Trust & Gouvernance,MULTI,GOVERNED_RULE,0.4941,Moteur/Audit,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C213
V15_C214,Quota API disponible,Quota API disponible,14 Data Trust & Gouvernance,MULTI,GOVERNED_RULE,0.4941,Moteur/Audit,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C214
V15_C215,Gain couverture par appel,Gain couverture par appel,14 Data Trust & Gouvernance,MULTI,GOVERNED_RULE,0.4941,Moteur/Audit,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C215
V15_C216,Non-régression,Non-régression,14 Data Trust & Gouvernance,MULTI,GOVERNED_RULE,0.4941,Moteur/Audit,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C216
V15_C217,Quarantaine conflits,Quarantaine conflits,14 Data Trust & Gouvernance,MULTI,GOVERNED_RULE,0.4941,Moteur/Audit,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C217
V15_C218,Mode SHADOW,Mode SHADOW,14 Data Trust & Gouvernance,MULTI,GOVERNED_RULE,0.4941,Moteur/Audit,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C218
V15_C219,Votes Comité,Votes Comité,14 Data Trust & Gouvernance,MULTI,GOVERNED_RULE,0.4941,Moteur/Audit,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C219
V15_C220,Décision finale,Décision finale,14 Data Trust & Gouvernance,MULTI,GOVERNED_RULE,0.4941,Moteur/Audit,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C220
V15_C221,Plan d’entrée,Plan d’entrée,14 Data Trust & Gouvernance,MULTI,GOVERNED_RULE,0.4941,Moteur/Audit,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C221
V15_C222,Date de revue,Date de revue,14 Data Trust & Gouvernance,MULTI,GOVERNED_RULE,0.4941,Moteur/Audit,Quotidien,True,ACTIVE,CONTRACT_TO_50,Final,VERIFIED_REPOSITORY_WORKBOOK_V18.2_ALL_CRITERIA,V15_C222
ETF_CFG_001,perf_1y_pct,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,CT,HIGH,0.0174536727377923,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_002,ter_pct,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,CT,LOW,0.02,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_003,fund_total_assets_eur_m,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,CT,HIGH,0.06,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_004,macd_hist,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,CT,HIGH,0.0614056301431448,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_005,volatility_20d,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,CT,LOW,0.0940323886260211,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_006,volatility_60d,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,CT,LOW,0.0361144063165725,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_007,max_drawdown_1y,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,CT,HIGH,0.0343923273613496,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_008,perf_1m_pct,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,CT,HIGH,0.1909279004780333,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_009,perf_3m_pct,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,CT,HIGH,0.0789458210776017,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_010,perf_6m_pct,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,CT,HIGH,0.0293932826953035,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_011,positive_reversal_flag,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,CT,HIGH,0.0475685164743702,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_012,volume,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,CT,HIGH,0.1184887988125898,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_013,relative_strength,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,CT,HIGH,0.0872683636889616,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_014,direct_beta3y,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,CT,LOW,0.02,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_015,diversification_direct_score,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,CT,HIGH,0.06,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_016,distribution_policy,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,LT,HIGH,0.04,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_017,dividend_yield_pct,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,LT,HIGH,0.12,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_018,perf_3y_pct,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,LT,HIGH,0.07,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_019,perf_5y_pct,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,LT,HIGH,0.1,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_020,volatility_1y_pct,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,LT,LOW,0.12,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_021,sentiment_regime_score,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,SHORT,HIGH,0.16,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_022,funnel_global_macro_score,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,TOP_DOWN,HIGH,0.18,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_023,funnel_country_macro_score,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,TOP_DOWN,HIGH,0.2,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_024,funnel_global_news_score,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,TOP_DOWN,HIGH,0.14,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_025,funnel_country_news_score,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,TOP_DOWN,HIGH,0.16,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_026,funnel_sector_news_score,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,TOP_DOWN,HIGH,0.07,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_027,funnel_instrument_news_score,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,TOP_DOWN,HIGH,0.05,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_028,funnel_market_sentiment_score,Critère ETF versionné dans CONFIG_WEIGHT,CONFIG_WEIGHT,TOP_DOWN,HIGH,0.2,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_029,perf_1m,Critère ETF versionné dans MT_DYNAMIC_38,MT_DYNAMIC_38,MT,HIGH,0.024649690492993807,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_030,perf_2m,Critère ETF versionné dans MT_DYNAMIC_38,MT_DYNAMIC_38,MT,HIGH,0.025230780504615608,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_031,perf_3m,Critère ETF versionné dans MT_DYNAMIC_38,MT_DYNAMIC_38,MT,HIGH,0.05157318103146362,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_032,momentum_accel,Critère ETF versionné dans MT_DYNAMIC_38,MT_DYNAMIC_38,MT,HIGH,0.021557640431152807,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_033,positive_days_63,Critère ETF versionné dans MT_DYNAMIC_38,MT_DYNAMIC_38,MT,HIGH,0.018679950373599007,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_034,perf_6m,Critère ETF versionné dans MT_DYNAMIC_38,MT_DYNAMIC_38,MT,HIGH,0.05893735117874702,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_035,perf_9m,Critère ETF versionné dans MT_DYNAMIC_38,MT_DYNAMIC_38,MT,HIGH,0.04674313093486261,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_036,perf_1y,Critère ETF versionné dans MT_DYNAMIC_38,MT_DYNAMIC_38,MT,HIGH,0.05268237105364742,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_037,perf_3y,Critère ETF versionné dans MT_DYNAMIC_38,MT_DYNAMIC_38,MT,HIGH,0.04387442087748841,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_038,relative_strength_6m,Critère ETF versionné dans MT_DYNAMIC_38,MT_DYNAMIC_38,MT,HIGH,0.03543723070874461,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_039,relative_strength_1y,Critère ETF versionné dans MT_DYNAMIC_38,MT_DYNAMIC_38,MT,HIGH,0.038574160771483214,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_040,dist_sma50,Critère ETF versionné dans MT_DYNAMIC_38,MT_DYNAMIC_38,MT,HIGH,0.018648110372962205,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_041,dist_sma100,Critère ETF versionné dans MT_DYNAMIC_38,MT_DYNAMIC_38,MT,HIGH,0.025566400511328007,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_042,dist_sma200,Critère ETF versionné dans MT_DYNAMIC_38,MT_DYNAMIC_38,MT,HIGH,0.031289880625797614,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_043,slope_sma50,Critère ETF versionné dans MT_DYNAMIC_38,MT_DYNAMIC_38,MT,HIGH,0.03881701077634021,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_044,slope_sma200,Critère ETF versionné dans MT_DYNAMIC_38,MT_DYNAMIC_38,MT,HIGH,0.035755350715107014,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_045,trend_alignment,Critère ETF versionné dans MT_DYNAMIC_38,MT_DYNAMIC_38,MT,HIGH,0.017999680359993605,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
ETF_CFG_046,efficiency_63,Critère ETF versionné dans MT_DYNAMIC_38,MT_DYNAMIC_38,MT,HIGH,0.02610056052201121,VERSIONED_CONFIG,Selon moteur,True,CONFIGURED_NO_CANONICAL_268_ROW_PROOF,FAIL_CLOSED_NO_NEUTRAL_IMPUTATION,ENGINE_SPECIFIC,RECONSTRUCTED_FROM_VERSIONED_CONFIG,
